,bush,state,edu,age
10667,1.0,10,2,1
10668,1.0,10,2,2
10669,,24,4,2
10670,0.0,21,2,3
10671,1.0,44,4,3
10672,1.0,44,4,2
10673,,24,4,2
10674,1.0,33,2,3
10675,1.0,44,4,4
10676,1.0,18,2,2
10677,1.0,44,4,4
10678,1.0,43,4,2
10679,,33,2,3
10680,1.0,33,4,3
10681,1.0,44,2,1
10682,1.0,34,2,1
10683,1.0,31,3,1
10684,1.0,5,2,4
10685,1.0,34,4,2
10686,1.0,31,1,2
10687,0.0,14,1,4
10688,1.0,18,2,3
10689,,10,2,1
10690,,4,3,4
10691,0.0,22,4,1
10692,1.0,43,2,3
10693,1.0,6,4,1
10694,,44,4,4
10695,0.0,14,4,2
10696,1.0,31,3,2
10697,1.0,39,2,1
10698,0.0,10,4,3
10699,0.0,34,1,2
10700,1.0,10,2,4
10701,0.0,39,3,2
10702,0.0,15,2,3
10703,1.0,22,3,2
10704,1.0,44,4,2
10705,1.0,14,3,2
10706,1.0,10,2,4
10707,1.0,44,4,1
10708,1.0,47,3,1
10709,1.0,18,3,1
10710,1.0,44,3,1
10711,0.0,40,3,2
10712,0.0,37,3,2
10713,0.0,36,2,2
10714,1.0,18,3,3
10715,,43,1,3
10716,0.0,39,2,4
10717,1.0,33,2,2
10718,1.0,43,3,1
10719,0.0,24,2,2
10720,0.0,10,1,1
10721,1.0,36,4,1
10722,1.0,14,2,3
10723,1.0,10,4,2
10724,1.0,10,4,2
10725,1.0,11,2,1
10726,1.0,10,1,4
10727,1.0,33,3,3
10728,0.0,39,2,1
10729,1.0,17,2,3
10730,0.0,26,4,2
10731,1.0,47,2,2
10732,1.0,10,3,2
10733,0.0,50,3,1
10734,1.0,11,4,2
10735,1.0,18,2,2
10736,1.0,50,2,2
10737,1.0,33,2,1
10738,1.0,28,4,3
10739,1.0,43,2,3
10740,0.0,24,2,3
10741,0.0,19,3,2
10742,1.0,31,4,1
10743,1.0,33,3,2
10744,0.0,26,3,4
10745,1.0,23,3,2
10746,1.0,14,3,2
10747,1.0,43,4,1
10748,1.0,44,2,2
10749,1.0,18,1,3
10750,1.0,4,2,1
10751,1.0,14,2,1
10752,1.0,26,4,2
10753,1.0,1,2,2
10754,1.0,45,4,1
10755,1.0,17,2,2
10756,1.0,44,4,1
10757,0.0,25,1,2
10758,1.0,3,3,3
10759,1.0,44,2,2
10760,1.0,5,4,2
10761,1.0,43,4,1
10762,0.0,25,2,2
10763,1.0,3,4,1
10764,0.0,50,4,2
10765,1.0,44,2,1
10766,1.0,43,2,4
10767,,5,3,2
10768,0.0,50,2,2
10769,0.0,5,4,1
10770,0.0,6,2,2
10771,0.0,5,4,2
10772,1.0,5,3,3
10773,1.0,5,2,1
10774,0.0,5,4,1
10775,0.0,48,1,1
10776,1.0,48,4,1
10777,1.0,51,3,2
10778,1.0,5,4,1
10779,1.0,32,4,2
10780,1.0,5,2,1
10781,1.0,5,4,2
10782,1.0,5,4,2
10783,0.0,5,4,3
10784,0.0,5,4,4
10785,0.0,5,1,4
10786,0.0,48,4,3
10787,1.0,38,2,3
10788,0.0,48,2,1
10789,0.0,33,2,2
10790,1.0,33,2,3
10791,0.0,39,2,3
10792,,39,2,3
10793,1.0,39,3,3
10794,1.0,33,3,3
10795,1.0,22,4,2
10796,0.0,33,4,2
10797,,22,2,1
10798,0.0,33,4,3
10799,0.0,33,2,1
10800,0.0,33,2,2
10801,1.0,33,4,1
10802,1.0,33,1,3
10803,1.0,33,4,2
10804,0.0,39,4,2
10805,1.0,7,1,4
10806,1.0,40,2,1
10807,0.0,33,4,3
10808,1.0,22,3,2
10809,1.0,33,3,2
10810,1.0,31,4,3
10811,0.0,50,3,3
10812,0.0,33,4,2
10813,0.0,23,3,2
10814,0.0,31,2,3
10815,1.0,39,2,4
10816,1.0,33,3,2
10817,1.0,15,2,3
10818,1.0,26,2,1
10819,0.0,33,3,2
10820,1.0,31,2,1
10821,1.0,39,2,2
10822,1.0,36,2,3
10823,1.0,36,3,1
10824,1.0,36,2,3
10825,0.0,40,4,2
10826,0.0,33,4,2
10827,1.0,39,2,3
10828,1.0,39,2,1
10829,0.0,50,2,2
10830,0.0,50,4,2
10831,0.0,36,2,1
10832,0.0,7,2,2
10833,,22,3,1
10834,1.0,17,1,4
10835,0.0,36,3,2
10836,1.0,50,4,2
10837,1.0,36,2,2
10838,1.0,22,4,4
10839,0.0,33,4,2
10840,,14,1,1
10841,,39,2,1
10842,1.0,50,4,1
10843,1.0,14,2,1
10844,1.0,23,4,1
10845,1.0,40,1,2
10846,1.0,17,3,2
10847,1.0,36,2,2
10848,1.0,22,4,2
10849,1.0,17,3,2
10850,0.0,39,2,4
10851,1.0,26,4,2
10852,0.0,19,2,3
10853,0.0,14,4,1
10854,1.0,36,2,3
10855,,14,1,3
10856,,50,4,2
10857,0.0,50,2,1
10858,0.0,14,2,2
10859,0.0,24,2,2
10860,0.0,50,2,2
10861,0.0,33,2,2
10862,1.0,24,2,1
10863,0.0,23,1,3
10864,1.0,15,2,2
10865,0.0,28,4,2
10866,0.0,36,4,2
10867,1.0,47,2,2
10868,0.0,33,4,2
10869,1.0,10,2,3
10870,0.0,43,4,3
10871,1.0,50,2,3
10872,1.0,36,1,3
10873,1.0,36,2,1
10874,1.0,39,3,1
10875,1.0,10,3,4
10876,1.0,47,4,4
10877,0.0,36,4,2
10878,,44,2,3
10879,1.0,26,3,3
10880,1.0,47,2,4
10881,1.0,18,2,3
10882,1.0,34,2,2
10883,0.0,33,4,3
10884,1.0,23,3,1
10885,1.0,14,2,2
10886,0.0,16,2,3
10887,0.0,25,1,4
10888,1.0,10,4,1
10889,0.0,4,4,2
10890,0.0,44,3,2
10891,0.0,49,2,2
10892,0.0,44,4,2
10893,1.0,49,3,3
10894,1.0,28,3,1
10895,0.0,33,1,1
10896,0.0,33,2,3
10897,1.0,10,4,4
10898,1.0,44,4,2
10899,1.0,24,2,2
10900,1.0,26,2,1
10901,0.0,11,1,1
10902,1.0,19,4,1
10903,0.0,9,2,4
10904,0.0,10,2,2
10905,0.0,50,3,1
10906,1.0,44,4,4
10907,0.0,44,3,2
10908,0.0,44,2,3
10909,0.0,39,2,1
10910,1.0,44,2,1
10911,1.0,47,2,4
10912,0.0,34,2,4
10913,1.0,44,2,3
10914,1.0,14,4,2
10915,0.0,34,2,4
10916,1.0,43,4,2
10917,1.0,50,2,3
10918,1.0,18,2,2
10919,1.0,34,2,3
10920,1.0,28,2,3
10921,1.0,44,3,4
10922,1.0,1,4,2
10923,0.0,47,4,3
10924,0.0,47,3,1
10925,1.0,10,3,1
10926,0.0,1,4,4
10927,0.0,18,1,4
10928,0.0,5,3,3
10929,,18,3,4
10930,,43,3,2
10931,,14,4,3
10932,0.0,44,2,2
10933,1.0,6,3,3
10934,1.0,4,2,4
10935,0.0,5,2,1
10936,1.0,44,4,4
10937,1.0,6,3,1
10938,0.0,10,2,3
10939,1.0,44,4,1
10940,1.0,3,2,3
10941,0.0,5,3,3
10942,0.0,11,4,2
10943,1.0,1,3,1
10944,1.0,10,2,4
10945,1.0,34,2,4
10946,1.0,32,2,3
10947,1.0,32,4,3
10948,1.0,5,2,2
10949,1.0,11,3,1
10950,0.0,38,1,3
10951,0.0,37,2,1
10952,0.0,24,3,2
10953,,45,2,2
10954,0.0,41,2,1
10955,0.0,32,4,2
10956,1.0,5,4,2
10957,1.0,5,4,2
10958,1.0,49,1,4
10959,1.0,50,2,2
10960,1.0,48,1,3
10961,,11,4,3
10962,0.0,1,3,2
10963,1.0,25,3,3
10964,1.0,43,3,3
10965,0.0,5,1,3
10966,1.0,48,2,4
10967,1.0,5,2,1
10968,1.0,5,3,1
10969,1.0,11,1,2
10970,0.0,3,4,4
10971,1.0,5,4,3
10972,0.0,5,4,2
10973,1.0,37,2,3
10974,0.0,29,2,3
10975,1.0,18,2,3
10976,1.0,6,4,2
10977,1.0,5,1,3
10978,0.0,16,1,3
10979,1.0,47,3,1
10980,1.0,44,1,2
10981,1.0,7,4,2
10982,0.0,5,1,4
10983,0.0,21,2,2
10984,0.0,44,2,4
10985,0.0,33,4,2
10986,0.0,38,3,2
10987,0.0,5,4,2
10988,0.0,10,3,2
10989,1.0,44,4,2
10990,0.0,3,3,1
10991,1.0,39,3,4
10992,,20,2,2
10993,1.0,5,3,2
10994,1.0,36,2,2
10995,1.0,33,2,1
10996,0.0,23,2,2
10997,1.0,34,2,3
10998,0.0,38,4,2
10999,0.0,15,2,1
11000,1.0,34,2,2
11001,0.0,23,2,1
11002,0.0,39,2,2
11003,0.0,33,4,2
11004,0.0,36,3,1
11005,1.0,37,1,3
11006,1.0,33,4,2
11007,1.0,48,4,2
11008,0.0,23,4,4
11009,1.0,34,1,3
11010,1.0,23,4,1
11011,1.0,14,2,3
11012,1.0,7,4,1
11013,0.0,39,2,3
11014,1.0,23,4,1
11015,0.0,44,4,4
11016,1.0,11,1,3
11017,1.0,10,2,3
11018,1.0,10,3,1
11019,1.0,17,2,2
11020,,44,3,3
11021,1.0,21,2,2
11022,1.0,17,4,1
11023,1.0,23,2,4
11024,1.0,14,4,2
11025,0.0,25,4,2
11026,0.0,8,4,1
11027,0.0,10,2,1
11028,0.0,10,2,3
11029,0.0,5,4,1
11030,,16,1,2
11031,,4,4,2
11032,0.0,33,3,1
11033,1.0,22,3,2
11034,1.0,10,3,2
11035,1.0,19,2,3
11036,1.0,3,4,1
11037,0.0,47,4,2
11038,0.0,38,2,2
11039,1.0,18,4,2
11040,1.0,41,2,3
11041,1.0,50,2,3
11042,1.0,32,4,3
11043,1.0,47,2,3
11044,1.0,25,4,1
11045,0.0,13,1,3
11046,0.0,23,1,4
11047,0.0,36,4,1
11048,1.0,44,4,2
11049,1.0,33,1,1
11050,1.0,22,3,2
11051,1.0,11,4,3
11052,,5,3,2
11053,0.0,48,2,2
11054,1.0,15,2,3
11055,1.0,6,3,1
11056,1.0,36,3,2
11057,0.0,11,3,2
11058,0.0,5,2,1
11059,1.0,44,4,2
11060,0.0,5,2,2
11061,0.0,14,3,2
11062,0.0,33,2,2
11063,1.0,5,2,2
11064,0.0,47,4,1
11065,0.0,6,3,4
11066,1.0,36,4,1
11067,0.0,44,2,3
11068,0.0,10,4,2
11069,0.0,33,4,3
11070,0.0,49,3,3
11071,0.0,39,4,2
11072,0.0,37,2,2
11073,1.0,43,2,4
11074,0.0,24,2,3
11075,0.0,19,1,3
11076,1.0,18,3,3
11077,1.0,26,3,3
11078,1.0,24,2,2
11079,0.0,33,3,3
11080,1.0,39,3,1
11081,1.0,33,2,2
11082,1.0,34,1,3
11083,1.0,47,2,1
11084,1.0,33,2,1
11085,1.0,3,4,2
11086,0.0,11,4,1
11087,1.0,5,2,2
11088,1.0,41,1,3
11089,1.0,43,2,1
11090,0.0,33,3,2
11091,1.0,22,3,2
11092,1.0,31,4,1
11093,1.0,43,3,3
11094,1.0,10,2,3
11095,1.0,43,2,1
11096,1.0,11,2,2
11097,0.0,6,3,1
11098,0.0,33,3,1
11099,0.0,19,4,1
11100,1.0,30,2,1
11101,1.0,41,2,2
11102,1.0,36,2,2
11103,1.0,39,2,3
11104,0.0,20,2,2
11105,0.0,34,2,3
11106,0.0,14,2,3
11107,0.0,6,4,2
11108,1.0,14,4,3
11109,,47,4,2
11110,0.0,48,3,1
11111,,22,2,4
11112,1.0,5,2,2
11113,1.0,43,3,2
11114,1.0,11,3,2
11115,1.0,23,4,3
11116,1.0,31,2,1
11117,0.0,22,4,1
11118,0.0,5,2,2
11119,1.0,5,4,2
11120,1.0,10,3,2
11121,1.0,44,3,1
11122,0.0,39,4,1
11123,0.0,33,2,4
11124,1.0,41,3,4
11125,0.0,23,4,1
11126,0.0,47,4,2
11127,1.0,39,3,3
11128,1.0,18,2,3
11129,1.0,39,2,1
11130,0.0,33,3,1
11131,0.0,41,4,2
11132,0.0,47,3,1
11133,1.0,5,1,2
11134,1.0,3,2,2
11135,1.0,35,4,2
11136,1.0,33,3,2
11137,1.0,18,4,2
11138,1.0,5,3,2
11139,1.0,10,3,2
11140,1.0,10,3,2
11141,1.0,1,4,2
11142,1.0,36,4,3
11143,0.0,44,4,2
11144,0.0,44,2,3
11145,0.0,38,1,1
11146,0.0,33,4,2
11147,0.0,5,2,4
11148,0.0,44,3,2
11149,0.0,48,2,1
11150,0.0,41,3,2
11151,0.0,33,4,2
11152,0.0,16,2,2
11153,0.0,5,2,1
11154,0.0,44,3,2
11155,,44,2,2
11156,0.0,10,3,1
11157,1.0,39,2,1
11158,1.0,10,4,2
11159,1.0,33,4,2
11160,0.0,10,2,3
11161,1.0,1,2,1
11162,,5,4,2
11163,,1,3,1
11164,1.0,41,1,3
11165,1.0,31,4,2
11166,0.0,43,2,2
11167,1.0,43,1,2
11168,0.0,36,3,2
11169,0.0,33,1,1
11170,,3,3,2
11171,1.0,15,2,2
11172,1.0,44,2,2
11173,1.0,36,2,1
11174,1.0,10,2,3
11175,0.0,40,3,3
11176,0.0,43,1,4
11177,1.0,5,4,2
11178,0.0,5,3,4
11179,0.0,1,3,2
11180,1.0,40,3,1
11181,,34,3,1
11182,1.0,10,2,4
11183,0.0,14,4,2
11184,1.0,48,3,2
11185,1.0,39,2,1
11186,0.0,31,4,3
11187,0.0,49,3,2
11188,1.0,44,3,3
11189,0.0,11,2,2
11190,1.0,36,4,2
11191,0.0,14,1,2
11192,0.0,10,2,4
11193,0.0,5,4,2
11194,0.0,33,4,1
11195,0.0,14,4,1
11196,0.0,22,2,2
11197,0.0,33,2,2
11198,1.0,7,4,2
11199,0.0,23,2,1
11200,1.0,11,2,1
11201,1.0,33,2,4
11202,0.0,36,3,3
11203,0.0,22,1,1
11204,0.0,14,2,2
11205,0.0,23,3,3
11206,1.0,11,1,2
11207,1.0,44,3,1
11208,1.0,36,2,1
11209,0.0,31,3,2
11210,1.0,36,3,3
11211,0.0,33,3,3
11212,0.0,33,4,4
11213,0.0,5,4,3
11214,0.0,21,2,2
11215,1.0,31,4,1
11216,0.0,23,3,2
11217,0.0,20,4,4
11218,0.0,44,3,1
11219,1.0,38,1,4
11220,0.0,7,2,3
11221,1.0,6,4,3
11222,0.0,5,1,4
11223,1.0,1,2,4
11224,0.0,5,3,2
11225,0.0,44,2,2
11226,,16,2,2
11227,0.0,39,4,3
11228,1.0,31,2,1
11229,1.0,22,4,1
11230,,39,2,3
11231,0.0,31,4,2
11232,0.0,16,4,2
11233,0.0,10,1,4
11234,0.0,6,4,3
11235,0.0,37,1,2
11236,1.0,14,2,4
11237,1.0,5,2,2
11238,1.0,48,2,4
11239,1.0,37,3,1
11240,1.0,36,3,3
11241,0.0,21,2,3
11242,1.0,5,3,2
11243,0.0,5,1,4
11244,0.0,21,3,1
11245,,47,2,1
11246,0.0,5,4,3
11247,1.0,44,2,2
11248,,16,1,4
11249,,26,3,2
11250,1.0,38,2,3
11251,0.0,14,2,2
11252,0.0,10,4,1
11253,1.0,5,2,2
11254,0.0,10,1,4
11255,0.0,22,2,4
11256,,41,1,4
11257,1.0,22,4,2
11258,,14,2,3
11259,1.0,39,2,2
11260,0.0,34,2,2
11261,1.0,33,2,1
11262,1.0,39,4,1
11263,1.0,10,2,3
11264,0.0,33,4,3
11265,0.0,44,2,2
11266,0.0,25,1,3
11267,,15,1,4
11268,1.0,5,2,3
11269,1.0,48,4,3
11270,1.0,10,2,4
11271,1.0,36,1,4
11272,1.0,40,3,3
11273,,7,4,3
11274,1.0,3,3,3
11275,1.0,3,3,3
11276,,14,2,4
11277,1.0,36,2,2
11278,1.0,5,2,4
11279,,49,3,2
11280,1.0,34,4,2
11281,1.0,10,1,4
11282,1.0,19,2,3
11283,0.0,5,1,4
11284,1.0,24,3,2
11285,,19,2,1
11286,0.0,28,1,4
11287,,14,4,3
11288,0.0,1,1,4
11289,1.0,43,2,1
11290,0.0,38,1,4
11291,1.0,5,4,3
11292,1.0,5,4,3
11293,0.0,39,2,3
11294,1.0,33,4,2
11295,0.0,44,1,4
11296,1.0,34,2,3
11297,0.0,10,3,4
11298,0.0,47,4,2
11299,1.0,47,2,3
11300,0.0,5,3,2
11301,1.0,44,3,3
11302,1.0,19,3,4
11303,0.0,18,1,3
11304,0.0,36,2,3
11305,1.0,36,2,3
11306,,4,1,4
11307,0.0,18,2,1
11308,0.0,36,4,2
11309,0.0,10,1,4
11310,1.0,17,4,2
11311,1.0,39,2,3
11312,0.0,39,3,2
11313,1.0,11,2,2
11314,,23,1,4
11315,,10,3,3
11316,,14,3,1
11317,,23,2,1
11318,,21,1,4
11319,,50,1,2
11320,,33,2,1
11321,,3,2,1
11322,,5,2,1
11323,,34,1,3
11324,,43,1,4
11325,,36,2,1
11326,,15,4,2
11327,,36,2,2
11328,,15,2,1
11329,,33,2,3
11330,,34,3,2
11331,,1,1,4
11332,,21,2,2
11333,,31,4,1
11334,,24,2,2
11335,,3,1,3
11336,,39,2,1
11337,,36,1,4
11338,,38,1,1
11339,,14,2,2
11340,,24,2,2
11341,,32,2,3
11342,,33,3,4
11343,,33,2,4
11344,,40,2,1
11345,,10,2,2
11346,,33,2,4
11347,,14,3,1
11348,,36,4,3
11349,,39,2,3
11350,,5,3,2
11351,,7,3,1
11352,1.0,39,4,2
11353,0.0,31,2,4
11354,0.0,7,3,1
11355,1.0,33,2,2
11356,1.0,33,4,4
11357,1.0,39,2,2
11358,1.0,20,2,4
11359,0.0,33,4,3
11360,0.0,40,1,3
11361,0.0,31,4,2
11362,1.0,33,3,4
11363,1.0,33,4,2
11364,0.0,31,4,2
11365,0.0,22,4,2
11366,,7,2,1
11367,1.0,31,2,4
11368,1.0,39,1,4
11369,0.0,31,2,1
11370,0.0,33,3,2
11371,0.0,33,3,4
11372,0.0,7,2,1
11373,1.0,39,2,3
11374,0.0,33,4,2
11375,1.0,33,4,2
11376,0.0,22,4,3
11377,1.0,31,2,1
11378,1.0,31,4,3
11379,0.0,31,3,4
11380,0.0,22,1,2
11381,0.0,33,2,3
11382,0.0,44,1,4
11383,0.0,22,3,2
11384,0.0,39,4,2
11385,0.0,33,3,1
11386,0.0,10,2,2
11387,1.0,31,1,4
11388,1.0,4,2,3
11389,1.0,31,2,3
11390,0.0,44,4,3
11391,1.0,14,2,2
11392,1.0,41,4,3
11393,1.0,22,4,1
11394,1.0,10,1,1
11395,1.0,41,4,2
11396,1.0,39,3,1
11397,1.0,41,4,2
11398,1.0,19,2,3
11399,0.0,14,2,2
11400,,10,2,4
11401,0.0,47,4,2
11402,0.0,37,1,3
11403,0.0,22,4,1
11404,1.0,31,1,3
11405,0.0,11,3,2
11406,1.0,36,3,1
11407,1.0,24,2,2
11408,1.0,19,2,2
11409,1.0,7,3,2
11410,1.0,25,4,1
11411,0.0,9,4,2
11412,0.0,47,1,4
11413,0.0,17,1,4
11414,0.0,26,2,2
11415,0.0,49,2,2
11416,1.0,14,4,2
11417,0.0,18,3,2
11418,0.0,21,4,2
11419,,50,4,2
11420,1.0,37,4,3
11421,1.0,41,2,1
11422,1.0,11,3,1
11423,1.0,43,3,2
11424,0.0,14,4,3
11425,1.0,33,2,1
11426,1.0,25,2,1
11427,1.0,49,3,2
11428,1.0,19,4,2
11429,1.0,25,2,3
11430,,47,2,3
11431,,41,1,3
11432,1.0,44,4,2
11433,1.0,43,1,3
11434,1.0,47,3,2
11435,0.0,14,2,2
11436,,26,1,3
11437,1.0,19,2,4
11438,1.0,17,1,1
11439,1.0,34,1,3
11440,1.0,11,2,3
11441,1.0,44,4,1
11442,1.0,24,4,1
11443,1.0,10,2,1
11444,0.0,10,4,4
11445,1.0,14,2,1
11446,0.0,36,3,1
11447,0.0,41,2,1
11448,0.0,11,1,3
11449,0.0,44,3,3
11450,0.0,11,2,1
11451,1.0,10,3,2
11452,0.0,44,4,2
11453,0.0,14,4,2
11454,0.0,50,3,3
11455,0.0,44,2,4
11456,0.0,21,2,2
11457,1.0,21,4,3
11458,0.0,43,2,4
11459,0.0,18,2,1
11460,0.0,23,2,1
11461,1.0,26,2,2
11462,1.0,47,1,2
11463,1.0,19,3,2
11464,,24,2,1
11465,0.0,10,2,1
11466,1.0,34,4,3
11467,1.0,44,2,3
11468,0.0,10,2,2
11469,1.0,15,4,3
11470,,4,2,4
11471,1.0,25,3,1
11472,0.0,23,2,4
11473,0.0,44,3,1
11474,1.0,34,2,2
11475,1.0,34,1,1
11476,1.0,44,1,4
11477,1.0,47,3,1
11478,1.0,49,1,3
11479,1.0,18,1,2
11480,1.0,10,1,2
11481,0.0,23,2,2
11482,0.0,10,2,2
11483,0.0,24,1,4
11484,0.0,44,1,1
11485,1.0,14,4,3
11486,0.0,49,2,2
11487,,24,2,4
11488,0.0,10,2,2
11489,1.0,43,2,4
11490,1.0,3,3,2
11491,0.0,13,4,2
11492,0.0,44,4,3
11493,1.0,14,4,4
11494,1.0,44,4,4
11495,1.0,36,2,2
11496,1.0,25,4,2
11497,1.0,49,1,4
11498,0.0,47,4,3
11499,1.0,48,2,2
11500,1.0,10,4,3
11501,0.0,16,4,1
11502,0.0,41,3,1
11503,1.0,44,4,4
11504,1.0,36,3,1
11505,1.0,24,3,1
11506,1.0,48,1,3
11507,1.0,36,3,1
11508,1.0,14,3,3
11509,1.0,10,3,1
11510,1.0,28,1,4
11511,1.0,5,4,2
11512,0.0,24,2,3
11513,0.0,8,2,2
11514,0.0,5,3,2
11515,0.0,23,2,2
11516,0.0,28,2,1
11517,1.0,35,4,2
11518,0.0,5,3,1
11519,0.0,3,1,3
11520,1.0,10,4,2
11521,1.0,48,2,1
11522,1.0,28,4,1
11523,1.0,44,4,3
11524,0.0,23,3,1
11525,1.0,14,2,1
11526,0.0,26,2,2
11527,1.0,23,4,1
11528,0.0,18,2,3
11529,1.0,17,2,2
11530,0.0,14,3,2
11531,0.0,23,4,3
11532,1.0,5,2,3
11533,0.0,14,2,1
11534,0.0,5,2,3
11535,0.0,5,3,2
11536,0.0,14,3,3
11537,1.0,5,3,4
11538,0.0,32,4,3
11539,,24,2,4
11540,1.0,36,3,2
11541,0.0,5,3,3
11542,0.0,48,2,4
11543,,50,2,1
11544,,5,4,2
11545,0.0,17,4,2
11546,0.0,48,3,1
11547,1.0,48,3,3
11548,0.0,5,4,2
11549,1.0,5,3,3
11550,1.0,5,2,1
11551,0.0,32,3,2
11552,0.0,38,4,2
11553,0.0,36,2,3
11554,1.0,5,4,2
11555,1.0,50,3,2
11556,0.0,5,2,4
11557,1.0,32,2,3
11558,1.0,5,2,4
11559,1.0,48,3,4
11560,0.0,5,3,2
11561,1.0,5,4,3
11562,1.0,45,4,3
11563,1.0,45,3,1
11564,1.0,5,2,3
11565,1.0,44,4,2
11566,1.0,5,3,2
11567,0.0,22,4,2
11568,0.0,31,2,2
11569,0.0,31,4,1
11570,1.0,43,3,2
11571,1.0,10,4,2
11572,0.0,5,2,3
11573,0.0,36,3,4
11574,1.0,5,2,2
11575,1.0,33,1,1
11576,1.0,36,2,1
11577,1.0,5,3,2
11578,0.0,14,4,1
11579,0.0,41,2,1
11580,0.0,48,3,3
11581,1.0,5,4,2
11582,1.0,23,4,3
11583,0.0,33,4,1
11584,1.0,50,4,2
11585,0.0,36,2,2
11586,0.0,36,2,1
11587,0.0,33,4,3
11588,1.0,47,3,3
11589,0.0,40,3,2
11590,1.0,14,4,2
11591,1.0,36,2,1
11592,1.0,5,2,2
11593,0.0,22,4,3
11594,1.0,5,2,1
11595,1.0,38,2,2
11596,,11,3,2
11597,0.0,40,1,4
11598,1.0,3,2,3
11599,1.0,50,4,1
11600,,24,2,4
11601,1.0,45,4,2
11602,1.0,24,2,1
11603,1.0,36,2,4
11604,0.0,16,2,3
11605,0.0,20,4,1
11606,0.0,44,4,1
11607,1.0,32,3,2
11608,1.0,50,2,2
11609,0.0,3,2,3
11610,0.0,23,2,3
11611,0.0,24,3,2
11612,,5,3,1
11613,1.0,22,4,3
11614,1.0,6,3,2
11615,1.0,31,4,2
11616,1.0,47,3,1
11617,1.0,24,3,1
11618,1.0,21,3,1
11619,1.0,49,2,3
11620,1.0,23,2,2
11621,0.0,6,4,2
11622,0.0,31,2,3
11623,1.0,48,3,1
11624,1.0,17,3,1
11625,1.0,37,3,1
11626,1.0,36,2,3
11627,1.0,36,4,3
11628,0.0,5,4,2
11629,0.0,33,4,2
11630,0.0,43,3,1
11631,0.0,19,2,1
11632,0.0,26,4,1
11633,1.0,43,2,3
11634,0.0,19,3,2
11635,1.0,31,3,1
11636,0.0,10,2,4
11637,1.0,39,4,3
11638,0.0,43,4,2
11639,1.0,22,2,1
11640,0.0,23,4,2
11641,1.0,11,2,3
11642,0.0,14,1,3
11643,1.0,41,2,1
11644,1.0,34,3,3
11645,0.0,14,2,1
11646,0.0,49,3,2
11647,0.0,10,1,1
11648,0.0,23,4,3
11649,0.0,22,2,2
11650,0.0,50,4,1
11651,0.0,33,2,2
11652,0.0,43,2,3
11653,0.0,4,2,4
11654,1.0,36,2,2
11655,0.0,11,1,3
11656,0.0,23,2,2
11657,1.0,10,3,3
11658,0.0,22,3,1
11659,0.0,39,4,4
11660,1.0,22,3,4
11661,1.0,37,3,1
11662,1.0,14,3,2
11663,0.0,14,2,4
11664,0.0,24,3,1
11665,0.0,39,2,2
11666,1.0,23,3,3
11667,0.0,10,3,3
11668,1.0,11,4,2
11669,0.0,23,3,2
11670,0.0,39,2,1
11671,0.0,11,2,2
11672,0.0,22,4,2
11673,0.0,47,2,1
11674,0.0,22,2,1
11675,0.0,33,2,1
11676,0.0,14,1,1
11677,0.0,26,2,3
11678,1.0,28,3,3
11679,1.0,23,2,1
11680,1.0,31,4,2
11681,1.0,42,3,2
11682,0.0,31,2,4
11683,1.0,44,1,4
11684,1.0,34,3,2
11685,1.0,11,3,1
11686,0.0,14,2,2
11687,0.0,33,2,1
11688,1.0,43,4,4
11689,1.0,15,1,4
11690,0.0,15,3,2
11691,0.0,31,2,4
11692,0.0,22,4,2
11693,1.0,26,2,3
11694,1.0,1,1,2
11695,1.0,49,2,2
11696,0.0,14,2,3
11697,1.0,33,2,1
11698,0.0,33,2,4
11699,1.0,31,4,2
11700,0.0,47,4,2
11701,1.0,36,3,3
11702,1.0,33,1,3
11703,0.0,33,3,2
11704,0.0,30,2,2
11705,0.0,22,2,1
11706,1.0,44,4,3
11707,,1,4,2
11708,,33,1,4
11709,1.0,25,3,2
11710,1.0,33,4,2
11711,1.0,23,2,3
11712,0.0,23,2,3
11713,1.0,41,4,3
11714,1.0,24,3,3
11715,1.0,40,2,2
11716,0.0,44,2,3
11717,0.0,22,2,2
11718,0.0,24,1,4
11719,1.0,46,2,2
11720,0.0,31,3,2
11721,0.0,33,3,2
11722,1.0,44,2,1
11723,1.0,36,3,2
11724,0.0,34,2,3
11725,1.0,41,4,2
11726,0.0,19,2,2
11727,1.0,31,4,1
11728,1.0,19,2,1
11729,1.0,47,2,1
11730,,23,4,2
11731,1.0,31,2,2
11732,0.0,40,4,2
11733,1.0,41,2,3
11734,1.0,10,4,1
11735,0.0,14,4,1
11736,0.0,22,2,3
11737,0.0,31,4,3
11738,0.0,10,2,3
11739,1.0,44,3,3
11740,1.0,39,2,1
11741,1.0,49,1,1
11742,1.0,11,2,2
11743,0.0,33,4,3
11744,0.0,10,3,1
11745,1.0,11,3,2
11746,1.0,34,2,2
11747,1.0,34,1,4
11748,1.0,26,3,2
11749,1.0,23,2,3
11750,1.0,33,4,2
11751,1.0,21,3,1
11752,1.0,47,4,1
11753,1.0,11,4,3
11754,,10,4,2
11755,1.0,47,2,2
11756,1.0,17,3,2
11757,1.0,22,4,2
11758,1.0,33,4,2
11759,1.0,10,1,2
11760,1.0,44,2,4
11761,1.0,33,4,1
11762,1.0,25,2,3
11763,1.0,23,2,2
11764,1.0,19,2,1
11765,0.0,21,2,1
11766,0.0,49,2,3
